0.1174[4], 0.1266[5], 0.1459[4], 0.1511[4], 0.1531[5], 0.1534[5], 0.1602[3], 0.1610[3], 0.1630[4], 0.1645[5], 0.1647[1], 0.1662[2], 0.1697[2], 0.1715[4], 0.1734[5], 0.1803[3], 0.1830[5], 0.1834[3], 0.1841[1], 0.1867[3], 0.1898[1], 0.1941[4], 0.1958[4], 0.1983[4], 0.1984[3], 0.2085[2], 0.2161[3], 0.2164[2], 0.2227[4], 0.2260[4], 0.2280[1], 0.2366[2], 0.2503[1], 0.2595[5], 0.2669[4], 0.2745[5], 0.2774[5], 0.2775[1], 0.2816[2], 0.2831[5], 0.2836[2], 0.3269[2], 0.3300[2], 0.3312[4], 0.3625[2]
0.1571[3], 0.1891[3], 0.2010[3], 0.2034[4], 0.2045[1], 0.2046[2], 0.2090[5], 0.2105[3], 0.2115[2], 0.2193[4], 0.2206[4], 0.2248[3], 0.2270[3], 0.2294[4], 0.2295[5], 0.2303[4], 0.2315[2], 0.2343[1], 0.2380[4], 0.2394[2], 0.2439[5], 0.2457[5], 0.2470[5], 0.2475[3], 0.2479[4], 0.2487[1], 0.2524[3], 0.2546[1], 0.2557[5], 0.2570[4], 0.2591[4], 0.2625[2], 0.2647[3], 0.2657[4], 0.2659[5], 0.2668[5], 0.2752[2], 0.2799[3], 0.2895[4], 0.3266[3], 0.3390[4], 0.3427[2], 0.3430[5], 0.3556[3], 0.3598[1]
0.1920[5], 0.1942[4], 0.1946[2], 0.1991[5], 0.2001[2], 0.2011[2], 0.2022[5], 0.2038[5], 0.2093[5], 0.2096[5], 0.2124[2], 0.2167[3], 0.2225[3], 0.2238[4], 0.2331[4], 0.2371[5], 0.2391[2], 0.2393[5], 0.2440[3], 0.2443[5], 0.2444[4], 0.2444[1], 0.2491[3], 0.2501[3], 0.2532[2], 0.2584[2], 0.2597[2], 0.2599[5], 0.2627[5], 0.2655[4], 0.2666[5], 0.2697[3], 0.2702[1], 0.2720[1], 0.2725[3], 0.2745[4], 0.2755[4], 0.2821[4], 0.2906[4], 0.2944[4], 0.3027[4], 0.3087[3], 0.3100[4], 0.3108[4], 0.3333[4]
0.0152[무효], 0.1879[4], 0.1949[2], 0.1961[5], 0.1966[3], 0.1999[4], 0.2003[4], 0.2121[1], 0.2129[1], 0.2182[5], 0.2209[4], 0.2223[2], 0.2225[1], 0.2238[3], 0.2253[2], 0.2267[3], 0.2276[2], 0.2280[4], 0.2286[3], 0.2290[5], 0.2316[5], 0.2355[2], 0.2397[2], 0.2404[2], 0.2423[4], 0.2477[3], 0.2488[4], 0.2559[3], 0.2571[2], 0.2577[5], 0.2587[5], 0.2589[5], 0.2600[4], 0.2608[4], 0.2624[1], 0.2633[3], 0.2634[3], 0.2702[5], 0.2732[3], 0.2800[5], 0.2825[2], 0.2949[1], 0.3062[5], 0.3065[4], 0.3140[2]
0.0684[4], 0.0728[5], 0.0740[3], 0.0741[3], 0.0894[3], 0.0900[3], 0.0944[5], 0.1017[3], 0.1026[3], 0.1037[2], 0.1071[3], 0.1089[4], 0.1164[2], 0.1178[5], 0.1178[2], 0.1189[2], 0.1198[4], 0.1218[2], 0.1233[2], 0.1278[4], 0.1288[3], 0.1310[1], 0.1310[3], 0.1313[5], 0.1315[2], 0.1346[4], 0.1363[5], 0.1367[1], 0.1415[4], 0.1432[4], 0.1468[3], 0.1476[3], 0.1541[3], 0.1564[1], 0.1577[1], 0.1596[1], 0.1644[5], 0.1655[4], 0.1685[1], 0.1697[3], 0.1734[2], 0.1752[4], 0.1853[1], 0.2054[5], 0.2055[1]
0.0072[무효], 0.0744[3], 0.0909[2], 0.0910[5], 0.0944[4], 0.0948[5], 0.0960[4], 0.1013[2], 0.1019[3], 0.1032[5], 0.1055[4], 0.1118[4], 0.1135[1], 0.1136[5], 0.1155[4], 0.1160[4], 0.1162[4], 0.1174[5], 0.1194[5], 0.1207[2], 0.1222[2], 0.1227[5], 0.1234[1], 0.1235[3], 0.1241[3], 0.1246[2], 0.1288[5], 0.1329[3], 0.1352[5], 0.1356[4], 0.1371[2], 0.1372[2], 0.1442[5], 0.1445[2], 0.1452[2], 0.1464[5], 0.1478[3], 0.1564[1], 0.1578[4], 0.1609[4], 0.1637[2], 0.1825[4], 0.1885[5], 0.1978[1], 0.2137[2]
0.0812[4], 0.0907[2], 0.0953[5], 0.0991[5], 0.1014[3], 0.1031[1], 0.1045[2], 0.1057[4], 0.1079[5], 0.1102[3], 0.1106[5], 0.1127[2], 0.1132[3], 0.1133[5], 0.1150[3], 0.1193[3], 0.1209[3], 0.1243[3], 0.1246[4], 0.1248[4], 0.1256[4], 0.1256[3], 0.1256[3], 0.1260[4], 0.1264[1], 0.1265[5], 0.1271[5], 0.1292[2], 0.1301[4], 0.1313[4], 0.1318[5], 0.1335[1], 0.1346[2], 0.1355[2], 0.1401[5], 0.1402[3], 0.1423[4], 0.1477[2], 0.1480[2], 0.1487[2], 0.1493[1], 0.1544[4], 0.1603[1], 0.1622[5], 0.1703[1]
0.1282[2], 0.1308[5], 0.1317[4], 0.1410[4], 0.1420[3], 0.1441[5], 0.1445[3], 0.1456[5], 0.1489[4], 0.1509[4], 0.1516[5], 0.1530[4], 0.1531[5], 0.1532[4], 0.1577[2], 0.1588[4], 0.1594[3], 0.1663[2], 0.1679[4], 0.1718[4], 0.1734[3], 0.1753[2], 0.1773[3], 0.1782[2], 0.1790[3], 0.1804[4], 0.1816[2], 0.1817[5], 0.1820[5], 0.1871[1], 0.1888[4], 0.1900[4], 0.1925[3], 0.1928[2], 0.1936[4], 0.1950[1], 0.1988[4], 0.2008[4], 0.2062[1], 0.2072[5], 0.2073[4], 0.2111[4], 0.2122[1], 0.2479[2], 0.3127[1]
0.1209[2], 0.1234[1], 0.1250[1], 0.1352[2], 0.1383[5], 0.1448[2], 0.1543[3], 0.1548[3], 0.1551[5], 0.1552[4], 0.1561[5], 0.1582[5], 0.1586[4], 0.1586[3], 0.1614[2], 0.1617[2], 0.1643[3], 0.1655[3], 0.1671[5], 0.1682[1], 0.1696[2], 0.1713[3], 0.1713[5], 0.1714[3], 0.1716[3], 0.1717[4], 0.1731[1], 0.1735[2], 0.1740[3], 0.1747[4], 0.1755[2], 0.1763[2], 0.1774[5], 0.1787[3], 0.1795[5], 0.1833[4], 0.1968[5], 0.1973[4], 0.1988[4], 0.2023[4], 0.2055[4], 0.2065[5], 0.2231[1], 0.2238[3], 0.2354[4]
0.1117[4], 0.1192[2], 0.1305[4], 0.1307[3], 0.1382[5], 0.1406[3], 0.1441[4], 0.1457[4], 0.1474[2], 0.1486[2], 0.1488[5], 0.1530[5], 0.1536[4], 0.1539[5], 0.1576[3], 0.1578[2], 0.1578[1], 0.1617[2], 0.1663[1], 0.1669[3], 0.1681[4], 0.1688[5], 0.1691[4], 0.1714[2], 0.1738[3], 0.1756[2], 0.1756[3], 0.1825[5], 0.1856[1], 0.1867[1], 0.1872[2], 0.1895[3], 0.1901[2], 0.1969[4], 0.1984[4], 0.2002[3], 0.2020[1], 0.2028[2], 0.2192[1], 0.2240[5], 0.2271[4], 0.2285[4], 0.2330[4], 0.2430[3], 0.2576[5]


0.2089[4], 0.2188[5], 0.2204[3], 0.2246[2], 0.2294[5], 0.2327[4], 0.2435[3], 0.2517[3], 0.2543[5], 0.2599[5], 0.2654[5], 0.2669[3], 0.2727[1], 0.2749[2], 0.2764[4], 0.2797[2], 0.3121[4], 0.3233[2], 0.3234[5], 0.3265[4], 0.3309[2], 0.3336[3], 0.3356[4], 0.3434[3], 0.3440[4], 0.3499[2], 0.3518[4], 0.3652[5], 0.3657[2], 0.3699[1], 0.3710[3], 0.3711[5], 0.3869[5], 0.3973[4], 0.4015[3], 0.4058[4], 0.4085[2], 0.4120[1], 0.4223[4], 0.4273[4], 0.4343[1], 0.4757[5], 0.4816[4], 0.5001[5], 0.5276[5]
0.1433[4], 0.1450[3], 0.1560[4], 0.1711[1], 0.1753[4], 0.1754[3], 0.1778[5], 0.1848[2], 0.1877[1], 0.1904[5], 0.1906[5], 0.1936[4], 0.1958[5], 0.1992[1], 0.2015[1], 0.2023[1], 0.2048[3], 0.2082[1], 0.2092[4], 0.2107[4], 0.2114[1], 0.2155[4], 0.2157[2], 0.2176[4], 0.2271[1], 0.2295[4], 0.2360[2], 0.2370[3], 0.2375[4], 0.2415[2], 0.2435[1], 0.2448[3], 0.2481[4], 0.2524[5], 0.2558[2], 0.2634[5], 0.2665[3], 0.2666[4], 0.2702[5], 0.2703[2], 0.2706[4], 0.2712[2], 0.2927[3], 0.2928[2], 0.2994[2]
0.1613[2], 0.1976[2], 0.2316[2], 0.2532[5], 0.2567[5], 0.2622[2], 0.2635[3], 0.2689[4], 0.2692[2], 0.2694[1], 0.2711[5], 0.2874[4], 0.2879[1], 0.2917[3], 0.2946[3], 0.2949[5], 0.2950[2], 0.2960[2], 0.2972[4], 0.3070[3], 0.3088[4], 0.3091[2], 0.3143[5], 0.3187[3], 0.3215[5], 0.3219[4], 0.3235[5], 0.3239[3], 0.3256[5], 0.3412[2], 0.3565[2], 0.3581[3], 0.3596[4], 0.3644[4], 0.3693[5], 0.3700[5], 0.3706[4], 0.3713[3], 0.3744[1], 0.3799[1], 0.3800[1], 0.3815[4], 0.4029[5], 0.4184[4], 0.4313[3]
0.2045[2], 0.2079[5], 0.2208[2], 0.2259[3], 0.2270[4], 0.2350[3], 0.2356[5], 0.2399[3], 0.2415[5], 0.2420[4], 0.2447[2], 0.2474[4], 0.2652[5], 0.2672[2], 0.2679[5], 0.2695[4], 0.2700[2], 0.2706[5], 0.2715[1], 0.2736[1], 0.2768[5], 0.2770[3], 0.2868[3], 0.2897[3], 0.2945[2], 0.2945[4], 0.2958[2], 0.2959[4], 0.3010[4], 0.3026[3], 0.3040[5], 0.3041[2], 0.3045[4], 0.3096[4], 0.3098[5], 0.3128[4], 0.3139[5], 0.3145[2], 0.3189[4], 0.3243[2], 0.3278[5], 0.3503[1], 0.3571[4], 0.4012[4], 0.4446[4]
0.1396[2], 0.1434[4], 0.1453[5], 0.1740[3], 0.1813[5], 0.1826[2], 0.1836[4], 0.1944[3], 0.1975[4], 0.1986[4], 0.1989[1], 0.1995[1], 0.2013[3], 0.2017[5], 0.2062[2], 0.2091[3], 0.2182[2], 0.2209[4], 0.2220[3], 0.2230[2], 0.2295[5], 0.2331[2], 0.2351[1], 0.2372[4], 0.2380[4], 0.2387[3], 0.2443[1], 0.2461[4], 0.2487[2], 0.2488[5], 0.2519[5], 0.2525[3], 0.2703[5], 0.2769[4], 0.2870[4], 0.2885[3], 0.2955[2], 0.2961[4], 0.2967[2], 0.3019[5], 0.3072[5], 0.3100[5], 0.3454[4], 0.4195[1], 0.4432[5]
0.1475[3], 0.1481[2], 0.1504[5], 0.1505[4], 0.1543[5], 0.1581[4], 0.1703[2], 0.1704[1], 0.1712[4], 0.1717[3], 0.1722[1], 0.1730[1], 0.1737[3], 0.1743[5], 0.1764[4], 0.1775[5], 0.1779[3], 0.1803[4], 0.1815[3], 0.1835[2], 0.1870[2], 0.1901[5], 0.1922[4], 0.1932[5], 0.2031[2], 0.2031[4], 0.2040[3], 0.2049[4], 0.2060[5], 0.2068[2], 0.2091[5], 0.2149[4], 0.2174[5], 0.2180[2], 0.2184[2], 0.2235[1], 0.2252[1], 0.2284[4], 0.2330[4], 0.2333[5], 0.2513[4], 0.2516[2], 0.2596[5], 0.2622[4], 0.2943[1]
0.1590[5], 0.1846[3], 0.2034[4], 0.2173[4], 0.2198[1], 0.2253[5], 0.2275[3], 0.2276[3], 0.2289[1], 0.2318[5], 0.2335[3], 0.2345[3], 0.2374[1], 0.2411[3], 0.2435[5], 0.2439[3], 0.2444[3], 0.2527[5], 0.2543[4], 0.2549[3], 0.2594[2], 0.2601[2], 0.2609[4], 0.2688[1], 0.2696[3], 0.2716[5], 0.2789[5], 0.2816[4], 0.2857[4], 0.2858[1], 0.2893[3], 0.2978[2], 0.2997[3], 0.3020[4], 0.3029[4], 0.3068[5], 0.3143[1], 0.3154[4], 0.3166[1], 0.3179[2], 0.3180[2], 0.3277[4], 0.3311[4], 0.3510[3], 0.4159[2]
0.1953[3], 0.2475[5], 0.2494[2], 0.2693[1], 0.2835[5], 0.2883[2], 0.2989[3], 0.3034[2], 0.3123[4], 0.3165[3], 0.3176[1], 0.3355[4], 0.3380[2], 0.3416[3], 0.3455[4], 0.3457[4], 0.3490[3], 0.3552[3], 0.3591[3], 0.3660[1], 0.3686[5], 0.3733[5], 0.3854[5], 0.3909[4], 0.3941[2], 0.3951[3], 0.4001[4], 0.4025[2], 0.4033[4], 0.4070[4], 0.4097[3], 0.4166[2], 0.4190[2], 0.4225[4], 0.4230[5], 0.4305[5], 0.4344[4], 0.4582[5], 0.4662[3], 0.4730[2], 0.4916[1], 0.5396[2], 0.5534[4], 0.5757[4], 0.6178[5]
0.1368[4], 0.1422[4], 0.1423[3], 0.1449[5], 0.1494[1], 0.1565[3], 0.1605[3], 0.1645[3], 0.1687[2], 0.1749[5], 0.1821[5], 0.1828[3], 0.1832[3], 0.1925[2], 0.1944[3], 0.2011[5], 0.2036[5], 0.2061[5], 0.2066[1], 0.2069[4], 0.2070[3], 0.2075[2], 0.2144[2], 0.2149[2], 0.2155[3], 0.2190[2], 0.2207[5], 0.2234[2], 0.2237[2], 0.2377[1], 0.2408[2], 0.2417[2], 0.2463[4], 0.2483[2], 0.2489[2], 0.2512[4], 0.2537[5], 0.2539[5], 0.2582[5], 0.2656[2], 0.2685[4], 0.2693[4], 0.2744[4], 0.2862[1], 0.3831[1]
0.1686[2], 0.1764[4], 0.1943[4], 0.1982[1], 0.1983[3], 0.1998[3], 0.2015[4], 0.2045[5], 0.2066[4], 0.2204[1], 0.2272[3], 0.2272[1], 0.2281[5], 0.2294[2], 0.2319[5], 0.2356[2], 0.2415[5], 0.2484[3], 0.2512[2], 0.2528[5], 0.2573[2], 0.2599[3], 0.2633[4], 0.2672[3], 0.2678[3], 0.2694[5], 0.2703[5], 0.2745[5], 0.2746[3], 0.2752[4], 0.2782[2], 0.2821[1], 0.2888[5], 0.2891[3], 0.2994[1], 0.3002[4], 0.3007[4], 0.3146[4], 0.3207[1], 0.3303[4], 0.3409[2], 0.3446[4], 0.3467[4], 0.3713[5], 0.3835[2]
0.1793[2], 0.1815[4], 0.1846[3], 0.1901[2], 0.1921[1], 0.1937[3], 0.2014[5], 0.2033[3], 0.2115[5], 0.2162[5], 0.2199[2], 0.2202[3], 0.2239[4], 0.2318[4], 0.2332[5], 0.2412[1], 0.2421[5], 0.2542[4], 0.2546[2], 0.2573[5], 0.2578[3], 0.2621[4], 0.2707[3], 0.2733[4], 0.2745[2], 0.2752[5], 0.2780[4], 0.2781[4], 0.2824[1], 0.2829[4], 0.2856[1], 0.2936[2], 0.2959[2], 0.2977[4], 0.2989[5], 0.3041[5], 0.3145[2], 0.3191[4], 0.3199[2], 0.3208[2], 0.3301[1], 0.3306[1], 0.3658[5], 0.3962[4], 0.4279[4]
0.1032[4], 0.1161[3], 0.1264[3], 0.1340[2], 0.1403[2], 0.1419[4], 0.1435[1], 0.1471[5], 0.1519[2], 0.1528[2], 0.1543[5], 0.1553[4], 0.1556[2], 0.1578[5], 0.1583[4], 0.1614[5], 0.1618[4], 0.1622[2], 0.1628[2], 0.1647[5], 0.1659[4], 0.1714[4], 0.1716[5], 0.1718[2], 0.1722[4], 0.1733[4], 0.1747[1], 0.1763[3], 0.1773[3], 0.1801[3], 0.1809[4], 0.1818[1], 0.1862[4], 0.1892[4], 0.1904[3], 0.1925[5], 0.1981[1], 0.1984[3], 0.2003[5], 0.2054[5], 0.2067[5], 0.2227[4], 0.2285[2], 0.2384[2], 0.2507[3]
0.1592[3], 0.1813[3], 0.1829[1], 0.1886[5], 0.1946[3], 0.2064[5], 0.2085[2], 0.2097[2], 0.2171[2], 0.2355[3], 0.2392[3], 0.2398[4], 0.2405[4], 0.2447[4], 0.2507[4], 0.2603[4], 0.2637[5], 0.2657[3], 0.2679[2], 0.2696[5], 0.2761[3], 0.2766[4], 0.2825[2], 0.2838[5], 0.2870[2], 0.2883[2], 0.2887[2], 0.2962[5], 0.3029[5], 0.3059[5], 0.3104[3], 0.3259[4], 0.3266[4], 0.3285[5], 0.3305[4], 0.3315[4], 0.3334[5], 0.3451[4], 0.3589[4], 0.3669[5], 0.3745[1], 0.3763[3], 0.3836[1], 0.4184[1], 0.4254[2]
0.2250[3], 0.2271[3], 0.2329[5], 0.2412[5], 0.2444[5], 0.2467[4], 0.2546[4], 0.2616[5], 0.2697[2], 0.2770[3], 0.2799[3], 0.2892[4], 0.2904[2], 0.2990[2], 0.3010[3], 0.3016[1], 0.3018[5], 0.3036[2], 0.3052[2], 0.3052[2], 0.3080[2], 0.3092[4], 0.3123[2], 0.3125[5], 0.3176[4], 0.3203[5], 0.3218[4], 0.3229[4], 0.3318[2], 0.3383[5], 0.3411[4], 0.3414[5], 0.3446[3], 0.3457[5], 0.3515[2], 0.3547[5], 0.3610[5], 0.3631[1], 0.3642[3], 0.3698[4], 0.3732[2], 0.3804[5], 0.4099[1], 0.4752[5], 0.4825[1]
0.0040[무효], 0.0077[무효], 0.0087[무효], 0.0109[무효], 0.0125[무효], 0.0968[2], 0.1026[2], 0.1127[4], 0.1171[2], 0.1184[2], 0.1217[3], 0.1225[5], 0.1288[3], 0.1307[4], 0.1390[3], 0.1396[3], 0.1431[4], 0.1494[2], 0.1528[4], 0.1543[4], 0.1570[5], 0.1593[4], 0.1603[3], 0.1626[3], 0.1658[2], 0.1701[2], 0.1738[5], 0.1776[5], 0.1788[3], 0.1795[5], 0.1820[4], 0.1837[5], 0.1913[4], 0.1926[3], 0.1968[2], 0.2037[3], 0.2048[2], 0.2115[3], 0.2146[1], 0.2271[3], 0.2407[2], 0.2453[4], 0.2525[5], 0.2746[5], 0.3959[4]
0.1478[3], 0.1514[1], 0.1567[4], 0.1568[3], 0.1589[1], 0.1635[3], 0.1636[2], 0.1661[4], 0.1670[5], 0.1739[2], 0.1745[3], 0.1756[2], 0.1776[4], 0.1783[5], 0.1792[5], 0.1801[4], 0.1815[5], 0.1848[3], 0.1916[4], 0.1929[4], 0.1985[2], 0.2001[4], 0.2017[4], 0.2031[1], 0.2050[3], 0.2068[1], 0.2072[4], 0.2072[4], 0.2088[5], 0.2090[5], 0.2094[2], 0.2115[2], 0.2116[5], 0.2154[5], 0.2168[4], 0.2172[2], 0.2219[5], 0.2290[2], 0.2333[5], 0.2408[2], 0.2553[4], 0.2614[5], 0.2682[5], 0.2844[1], 0.2887[1]
